,input,output,instruction,context,target,out_text,new_out
153,Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk),2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)
Answer: ",2,{negative}<|endoftext|>,0
155,"Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3",2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3
Answer: ",2,{positive}<|endoftext|>,4
156,"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n
Answer: ",2,{negative}<|endoftext|>,0
157,myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba
Answer: ",2,{positive}<|endoftext|>,4
158,"Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv",2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv
Answer: ",2,{positive}<|endoftext|>,4
159,http://xi.gs/04FO GM CEO: China will continue to be key partner,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: http://xi.gs/04FO GM CEO: China will continue to be key partner
Answer: ",2,{positive}<|endoftext|>,4
160,RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu
Answer: ",2,{positive}<|endoftext|>,4
163,Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?
Answer: ",2,{negative}<|endoftext|>,0
166,@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml
Answer: ",2,{negative}<|endoftext|>,0
171,NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx
Answer: ",2,{positive}<|endoftext|>,4
172,just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR
Answer: ",2,{positive}<|endoftext|>,4
173,Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.
Answer: ",2,{positive}<|endoftext|>,4
174,Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796
Answer: ",2,{positive}<|endoftext|>,4
175,waiting in line at safeway.,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: waiting in line at safeway.
Answer: ",2,{negative}<|endoftext|>,0
177,Did not realize there is a gym above Safeway!,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Did not realize there is a gym above Safeway!
Answer: ",2,{positive}<|endoftext|>,4
178,"@XPhile1908 I have three words for you: ""Safeway dot com""",2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @XPhile1908 I have three words for you: ""Safeway dot com""
Answer: ",2,{negative}<|endoftext|>,0
180,Bout to hit safeway I gotta eat,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Bout to hit safeway I gotta eat
Answer: ",2,{negative}<|endoftext|>,0
181,Jake's going to safeway!,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Jake's going to safeway!
Answer: ",2,{positive}<|endoftext|>,4
182,Found a safeway. Picking up a few staples.,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Found a safeway. Picking up a few staples.
Answer: ",2,{positive}<|endoftext|>,4
183,Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w
Answer: ",2,{positive}<|endoftext|>,4
186,Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O
Answer: ",2,{positive}<|endoftext|>,4
187,Is Eating and Watching Movies....,2,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Is Eating and Watching Movies....
Answer: ",2,{positive}<|endoftext|>,4
0,"@stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @stellargirl I loooooooovvvvvveee my Kindle2. Not that the DX is cool, but the 2 is fantastic in its own right.
Answer: ",4,{positive}<|endoftext|>,4
1,Reading my kindle2...  Love it... Lee childs is good read.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Reading my kindle2...  Love it... Lee childs is good read.
Answer: ",4,{positive}<|endoftext|>,4
2,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Ok, first assesment of the #kindle2 ...it fucking rocks!!!
Answer: ",4,{positive}<|endoftext|>,4
3,@kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @kenburbary You'll love your Kindle2. I've had mine for a few months and never looked back. The new big one is huge! No need for remorse! :)
Answer: ",4,{positive}<|endoftext|>,4
4,@mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @mikefish  Fair enough. But i have the Kindle2 and I think it's perfect  :)
Answer: ",4,{positive}<|endoftext|>,4
5,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @richardebaker no. it is too big. I'm quite happy with the Kindle2.
Answer: ",4,{positive}<|endoftext|>,4
7,Jquery is my new best friend.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Jquery is my new best friend.
Answer: ",4,{positive}<|endoftext|>,4
8,Loves twitter,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Loves twitter
Answer: ",4,{positive}<|endoftext|>,4
9,how can you not love Obama? he makes jokes about himself.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: how can you not love Obama? he makes jokes about himself.
Answer: ",4,{positive}<|endoftext|>,4
12,"House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: House Correspondents dinner was last night whoopi, barbara &amp; sherri went, Obama got a standing ovation
Answer: ",4,{positive}<|endoftext|>,4
13,Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Watchin Espn..Jus seen this new Nike Commerical with a Puppet Lebron..sh*t was hilarious...LMAO!!!
Answer: ",4,{positive}<|endoftext|>,4
15,"#lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: #lebron best athlete of our generation, if not all time (basketball related) I don't want to get into inter-sport debates about   __1/2
Answer: ",4,{positive}<|endoftext|>,4
17,i love lebron. http://bit.ly/PdHur,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: i love lebron. http://bit.ly/PdHur
Answer: ",4,{positive}<|endoftext|>,4
19,@Pmillzz lebron IS THE BOSS,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @Pmillzz lebron IS THE BOSS
Answer: ",4,{positive}<|endoftext|>,4
20,"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol
Answer: ",4,{positive}<|endoftext|>,4
21,lebron and zydrunas are such an awesome duo,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: lebron and zydrunas are such an awesome duo
Answer: ",4,{positive}<|endoftext|>,4
22,@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @wordwhizkid Lebron is a beast... nobody in the NBA comes even close.
Answer: ",4,{positive}<|endoftext|>,4
23,downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: downloading apps for my iphone! So much fun :-) There literally is an app for just about anything.
Answer: ",4,{positive}<|endoftext|>,4
24,"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!
Answer: ",4,{positive}<|endoftext|>,4
25,http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: http://twurl.nl/epkr4b - awesome come back from @biz (via @fredwilson)
Answer: ",4,{positive}<|endoftext|>,4
26,In montreal for a long weekend of R&amp;R. Much needed.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: In montreal for a long weekend of R&amp;R. Much needed.
Answer: ",4,{positive}<|endoftext|>,4
27,Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv
Answer: ",4,{positive}<|endoftext|>,4
28,[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: [#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP
Answer: ",4,{positive}<|endoftext|>,4
29,"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.
Answer: ",4,{positive}<|endoftext|>,4
32,"@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.
Answer: ",4,{positive}<|endoftext|>,4
38,RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR
Answer: ",4,{positive}<|endoftext|>,4
39,"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.
Answer: ",4,{positive}<|endoftext|>,4
40,"I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)
Answer: ",4,{positive}<|endoftext|>,4
41,is going to sleep then on a bike ride:],4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: is going to sleep then on a bike ride:]
Answer: ",4,{positive}<|endoftext|>,4
51,@YarnThing you will not regret going to see Star Trek. It was AWESOME!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @YarnThing you will not regret going to see Star Trek. It was AWESOME!
Answer: ",4,{positive}<|endoftext|>,4
56,Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell
Answer: ",4,{positive}<|endoftext|>,4
57,Blink by malcolm gladwell amazing book and The tipping point!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Blink by malcolm gladwell amazing book and The tipping point!
Answer: ",4,{positive}<|endoftext|>,4
58,Malcolm Gladwell might be my new man crush,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Malcolm Gladwell might be my new man crush
Answer: ",4,{positive}<|endoftext|>,4
60,@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.
Answer: ",4,{positive}<|endoftext|>,4
62,Hello Twitter API ;),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Hello Twitter API ;)
Answer: ",4,{positive}<|endoftext|>,4
66,is scrapbooking with Nic =D,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: is scrapbooking with Nic =D
Answer: ",4,{positive}<|endoftext|>,4
67,RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR
Answer: ",4,{positive}<|endoftext|>,4
68,just changed my default pic to a Nike basketball cause bball is awesome!!!!!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: just changed my default pic to a Nike basketball cause bball is awesome!!!!!
Answer: ",4,{positive}<|endoftext|>,4
73,Back when I worked for Nike we had one fav word : JUST DO IT! :),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Back when I worked for Nike we had one fav word : JUST DO IT! :)
Answer: ",4,{positive}<|endoftext|>,4
74,"By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9
Answer: ",4,{positive}<|endoftext|>,4
77,Class... The 50d is supposed to come today :),4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Class... The 50d is supposed to come today :)
Answer: ",4,{positive}<|endoftext|>,4
80,SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......
Answer: ",4,{positive}<|endoftext|>,4
82,@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!
Answer: ",4,{positive}<|endoftext|>,4
85,@ work til 6pm... lets go lakers!!!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @ work til 6pm... lets go lakers!!!
Answer: ",4,{positive}<|endoftext|>,4
95,omgg i ohhdee want mcdonalds damn i wonder if its open lol =],4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: omgg i ohhdee want mcdonalds damn i wonder if its open lol =]
Answer: ",4,{positive}<|endoftext|>,4
106,"@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: @psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too
Answer: ",4,{positive}<|endoftext|>,4
108,"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT
Answer: ",4,{positive}<|endoftext|>,4
109,Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!
Answer: ",4,{positive}<|endoftext|>,4
110,"RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*",4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*
Answer: ",4,{positive}<|endoftext|>,4
111,The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,4,What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.,"Instruction: What is the sentiment of this twitter? Please choose an answer from {negative/neutral/positive}.
Input: The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!
Answer: ",4,{positive}<|endoftext|>,4
